Date,Open,High,Low,Close,Volume
05/12/2025,"630.92","640.39","621.03","639.43","21,965,090"
05/09/2025,"603.72","606.97","591.71","592.49","10,427,290"
05/08/2025,"606.29","611.30","596.62","598.01","14,622,810"
05/07/2025,"590.36","603.08","586.67","596.81","13,160,980"
05/06/2025,"592.53","596.03","586.58","587.31","10,600,650"
05/05/2025,"591.22","603.21","588.05","599.27","13,887,720"
05/02/2025,"583.46","604.34","578.33","597.02","24,739,260"
05/01/2025,"592.08","592.95","570.50","572.21","31,159,029"
04/30/2025,"538.40","549.10","529.50","549.00","29,243,971"
04/29/2025,"546.00","556.57","544.12","554.44","11,835,040"
04/28/2025,"555.64","558.49","540.59","549.74","15,179,000"
04/25/2025,"546.80","549.86","536.25","547.27","17,098,920"
04/24/2025,"518.73","533.90","517.50","533.15","13,910,010"
04/23/2025,"528.53","535.34","516.52","520.27","18,173,910"
04/22/2025,"491.87","506.88","486.36","500.28","17,399,410"
04/21/2025,"491.33","493.50","479.80","484.66","16,165,980"
04/17/2025,"505.25","507.30","498.01","501.48","14,593,510"
04/16/2025,"508.51","513.37","495.63","502.31","18,735,080"
04/15/2025,"532.11","537.94","517.50","521.52","15,558,660"
04/14/2025,"556.18","557.77","528.28","531.48","14,130,930"
04/11/2025,"535.51","547.40","528.59","543.57","17,642,330"
04/10/2025,"575.49","581.30","535.30","546.29","28,173,490"
04/09/2025,"509.27","587.89","502.11","585.77","39,216,578"
04/08/2025,"543.25","547.43","502.86","510.45","28,034,211"
04/07/2025,"485.10","539.37","481.90","516.25","36,606,141"
04/04/2025,"506.62","518.00","494.20","504.73","38,589,809"
04/03/2025,"546.22","552.56","530.30","531.62","34,777,461"
04/02/2025,"574.91","592.66","573.36","583.93","13,470,780"
04/01/2025,"570.84","589.91","570.00","586.00","12,836,570"
03/31/2025,"563.50","578.70","553.30","576.36","21,124,680"
03/28/2025,"600.31","601.75","573.92","576.74","17,602,820"
03/27/2025,"602.00","614.25","600.10","602.58","10,436,520"
03/26/2025,"624.89","626.75","606.61","610.98","12,661,890"
03/25/2025,"626.76","633.88","621.18","626.31","15,312,540"
03/24/2025,"614.97","622.54","612.20","618.85","15,741,270"
03/21/2025,"583.43","597.55","580.95","596.25","25,015,859"
03/20/2025,"582.76","610.20","579.51","586.00","24,336,510"
03/19/2025,"584.28","592.32","574.77","584.06","20,537,500"
03/18/2025,"600.05","600.25","574.66","582.36","20,297,711"
03/17/2025,"607.46","613.10","598.00","604.90","15,473,910"
03/14/2025,"602.81","608.86","594.78","607.60","12,364,510"
03/13/2025,"620.25","620.50","586.51","590.64","16,480,320"
03/12/2025,"629.90","633.33","609.35","619.56","15,746,970"
03/11/2025,"595.06","614.93","593.33","605.71","17,401,471"
03/10/2025,"608.07","610.11","586.87","597.99","21,999,939"
03/07/2025,"625.37","634.79","600.61","625.66","21,375,670"
03/06/2025,"648.00","650.56","624.11","627.93","13,446,450"
03/05/2025,"641.00","659.50","637.66","656.47","13,770,030"
03/04/2025,"645.51","649.75","623.65","640.00","21,495,211"
03/03/2025,"673.68","681.25","650.84","655.05","10,843,760"
02/28/2025,"658.04","669.63","642.60","668.20","17,534,170"
02/27/2025,"682.45","688.65","657.57","658.24","12,500,010"
02/26/2025,"659.65","683.01","658.00","673.70","14,488,710"
02/25/2025,"665.97","668.00","641.86","657.50","20,579,660"
02/24/2025,"686.28","687.27","662.45","668.13","15,676,990"
02/21/2025,"696.58","703.87","682.36","683.55","15,660,360"
02/20/2025,"697.28","705.63","693.64","694.84","12,587,410"
02/19/2025,"704.10","707.00","695.39","703.77","17,535,480"
02/18/2025,"736.00","737.00","706.44","716.37","21,938,699"
02/14/2025,"726.14","740.91","725.62","736.67","16,901,250"
02/13/2025,"721.52","729.00","718.04","728.56","12,569,060"
02/12/2025,"715.30","727.10","712.60","725.38","12,016,520"
02/11/2025,"713.32","723.66","710.04","719.80","12,997,960"
02/10/2025,"718.56","721.20","711.33","717.40","12,904,320"
02/07/2025,"716.80","725.01","711.75","714.52","16,427,070"
02/06/2025,"705.88","718.90","703.50","711.99","13,080,690"
02/05/2025,"703.55","718.14","699.01","704.87","17,793,770"
02/04/2025,"702.50","707.71","691.61","704.19","13,826,270"
02/03/2025,"675.91","704.00","675.25","697.46","21,415,740"
01/31/2025,"691.00","705.30","685.58","689.18","19,331,660"
01/30/2025,"696.82","710.79","676.10","687.00","29,322,900"
01/29/2025,"675.00","681.05","665.67","676.49","21,377,820"
01/28/2025,"666.00","682.58","659.47","674.33","20,950,109"
01/27/2025,"626.61","663.87","625.10","659.88","28,399,189"
01/24/2025,"636.40","652.00","634.20","647.49","19,065,330"
01/23/2025,"627.36","636.60","621.15","636.45","9,910,163"
01/22/2025,"623.30","633.70","619.44","623.50","12,274,010"
01/21/2025,"617.83","621.50","609.01","616.46","11,674,020"
01/17/2025,"624.05","624.97","603.67","612.77","17,280,600"
01/16/2025,"611.50","616.25","609.71","611.30","8,355,349"
01/15/2025,"610.21","622.46","606.50","617.12","15,524,300"
01/14/2025,"605.07","605.49","588.55","594.25","13,597,990"
01/13/2025,"607.10","608.97","598.45","608.33","10,785,030"
01/10/2025,"610.03","629.91","597.34","615.86","19,256,561"
01/08/2025,"613.40","616.44","602.79","610.72","10,085,850"
01/07/2025,"631.70","632.10","608.23","617.89","12,071,480"
01/06/2025,"611.83","630.99","605.62","630.20","14,560,750"
01/03/2025,"604.76","609.50","596.41","604.63","11,436,780"
01/02/2025,"589.72","604.91","587.82","599.24","12,682,270"
12/31/2024,"592.27","593.97","583.85","585.51","6,019,520"
12/30/2024,"588.75","596.94","585.58","591.24","7,025,864"
12/27/2024,"599.41","601.85","589.80","599.81","8,084,229"
12/26/2024,"605.48","606.30","598.94","603.35","6,091,239"
12/24/2024,"602.72","607.99","599.28","607.75","4,726,056"
12/23/2024,"589.60","601.09","586.25","599.85","10,205,750"
12/20/2024,"590.58","603.11","580.00","585.25","48,989,391"
12/19/2024,"610.39","611.52","595.00","595.57","14,958,080"
12/18/2024,"621.00","627.36","596.32","597.19","17,075,480"
12/17/2024,"626.17","632.37","616.54","619.44","12,897,840"
12/16/2024,"629.98","631.15","618.58","624.24","10,885,630"
12/13/2024,"627.22","631.08","616.89","620.35","8,453,349"
12/12/2024,"631.50","636.66","627.21","630.79","7,474,717"
12/11/2024,"623.37","638.40","621.53","632.68","10,837,230"
12/10/2024,"617.56","625.59","612.74","619.32","10,938,850"
12/09/2024,"623.93","626.40","606.17","613.57","11,426,020"
12/06/2024,"610.10","629.79","608.53","623.77","16,935,500"
12/05/2024,"617.08","619.90","607.05","608.93","8,081,212"
12/04/2024,"612.96","617.78","605.10","613.78","14,697,010"
12/03/2024,"595.00","614.20","591.25","613.65","14,907,160"
12/02/2024,"577.50","594.50","575.57","592.83","12,522,370"
11/29/2024,"569.00","578.46","566.90","574.32","7,130,519"
11/27/2024,"574.89","574.98","564.10","569.20","7,200,228"
11/26/2024,"566.00","577.50","565.20","573.54","10,356,550"
11/25/2024,"562.10","572.59","556.39","565.11","13,599,830"
11/22/2024,"563.55","563.83","554.59","559.14","9,164,004"
11/21/2024,"569.52","570.00","549.05","563.09","11,154,750"
11/20/2024,"562.93","566.35","554.20","565.52","9,797,339"
11/19/2024,"551.86","561.43","550.60","561.09","9,522,445"
11/18/2024,"557.04","559.90","550.09","554.40","14,346,720"
11/15/2024,"571.22","572.57","551.50","554.08","17,712,859"
11/14/2024,"577.00","580.76","573.01","577.16","11,053,740"
11/13/2024,"582.61","585.64","575.17","580.00","10,757,580"
11/12/2024,"588.55","599.66","580.38","584.82","16,287,720"
11/11/2024,"586.36","587.00","576.51","583.17","10,209,050"
11/08/2024,"591.54","593.10","584.52","589.34","9,415,699"
11/07/2024,"576.89","594.80","575.21","591.70","14,653,710"
11/06/2024,"562.75","573.00","555.17","572.05","18,305,430"
